Department ID,Department Name (TR),Department Name (EN),Department Color,Category ID,Category Name (TR),Category Name (EN),Category Color,Subcategory ID,Subcategory Name (TR),Subcategory Name (EN),Subcategory Color,Item Groups
8,Ulaşım ve Yakıt,Transportation & Fuel,#FF5722,801,Yakıt,Fuel,#FF6F43,80101,Motorlu Yakıt,Vehicle Fuel,#FF8A65,"Benzin, Motorin, LPG"
8,Ulaşım ve Yakıt,Transportation & Fuel,#FF5722,802,Toplu Taşıma,Public Transport,#F4511E,80201,Kartlar ve Biletler,Cards & Tickets,#FF5722,"İstanbulkart, Ankarakart, Otobüs Bileti, Metro, Vapur"
8,Ulaşım ve Yakıt,Transportation & Fuel,#FF5722,803,Otopark ve Geçiş,Parking & Tolls,#E64A19,80301,Otopark,Parking,#FF5722,"Otopark Ücreti, Vale"
8,Ulaşım ve Yakıt,Transportation & Fuel,#FF5722,803,Otopark ve Geçiş,Parking & Tolls,#E64A19,80302,Köprü ve Otoyol,Bridge & Highway,#FF6F43,"HGS, OGS, Köprü Geçişi"
8,Ulaşım ve Yakıt,Transportation & Fuel,#FF5722,804,Araç Bakım,Vehicle Maintenance,#D84315,80401,Servis ve Tamir,Service & Repair,#E64A19,"Periyodik Bakım, Yağ Değişimi, Lastik Değişimi, Fren Tamiri"
8,Ulaşım ve Yakıt,Transportation & Fuel,#FF5722,804,Araç Bakım,Vehicle Maintenance,#D84315,80402,Yıkama,Car Wash,#F4511E,"Oto Yıkama, Detaylı Temizlik, İç Temizlik"
9,Eğlence ve Medya,Entertainment & Media,#9C27B0,901,Dijital İçerik,Digital Content,#AB47BC,90101,Streaming,Streaming Services,#BA68C8,"Netflix, Disney+, Amazon Prime, Spotify, Apple Music, YouTube Premium"
9,Eğlence ve Medya,Entertainment & Media,#9C27B0,901,Dijital İçerik,Digital Content,#AB47BC,90102,Oyun,Gaming,#CE93D8,"Steam, PlayStation Store, Xbox Store, Mobile Oyun"
9,Eğlence ve Medya,Entertainment & Media,#9C27B0,902,Kitap ve Dergi,Books & Magazines,#8E24AA,90201,Kitap,Books,#9C27B0,"Roman, Kurgu Dışı, Çocuk Kitabı, E-Kitap"
9,Eğlence ve Medya,Entertainment & Media,#9C27B0,902,Kitap ve Dergi,Books & Magazines,#8E24AA,90202,Dergi ve Gazete,Magazines & Newspapers,#AB47BC,"Dergi, Gazete, Dijital Abonelik"
9,Eğlence ve Medya,Entertainment & Media,#9C27B0,903,Sinema ve Tiyatro,Cinema & Theater,#7B1FA2,90301,Biletler,Tickets,#8E24AA,"Sinema Bileti, Tiyatro Bileti, Konser Bileti, Stand-up"
9,Eğlence ve Medya,Entertainment & Media,#9C27B0,904,Hobi,Hobbies,#6A1B9A,90401,Sanat Malzemeleri,Art Supplies,#7B1FA2,"Boya, Fırça, Tuval, Kalem Seti, Eskiz Defteri"
9,Eğlence ve Medya,Entertainment & Media,#9C27B0,904,Hobi,Hobbies,#6A1B9A,90402,Müzik Aletleri,Musical Instruments,#8E24AA,"Gitar, Piyano, Bağlama, Ud, Aksesuarlar"
10,Spor ve Outdoor,Sports & Outdoors,#009688,1001,Spor Giyim,Sportswear,#26A69A,100101,Kıyafetler,Clothing,#4DB6AC,"Tişört, Şort, Tayt, Eşofman, Koşu Forması"
10,Spor ve Outdoor,Sports & Outdoors,#009688,1001,Spor Giyim,Sportswear,#26A69A,100102,Ayakkabı,Footwear,#80CBC4,"Koşu Ayakkabısı, Basketbol Ayakkabısı, Futbol Krampon, Tenis Ayakkabısı"
10,Spor ve Outdoor,Sports & Outdoors,#009688,1002,Spor Ekipmanı,Sports Equipment,#00897B,100201,Fitness,Fitness,#009688,"Dambıl, Yoga Matı, Pilates Topu, Direnç Bandı, Atlama İpi"
10,Spor ve Outdoor,Sports & Outdoors,#009688,1002,Spor Ekipmanı,Sports Equipment,#00897B,100202,Takım Sporları,Team Sports,#26A69A,"Futbol Topu, Basketbol Topu, Voleybol Topu"
10,Spor ve Outdoor,Sports & Outdoors,#009688,1002,Spor Ekipmanı,Sports Equipment,#00897B,100203,Outdoor,Outdoor,#4DB6AC,"Çadır, Uyku Tulumu, Kamp Malzemeleri, Bisiklet, Kaykay"
10,Spor ve Outdoor,Sports & Outdoors,#009688,1003,Spor Salonları,Gyms,#00796B,100301,Üyelik,Membership,#00897B,"Fitness Üyeliği, Yüzme Üyeliği, Grup Dersleri"
11,Eğitim ve Kırtasiye,Education & Stationery,#3F51B5,1101,Kırtasiye,Stationery,#5C6BC0,110101,Yazı Gereçleri,Writing Supplies,#7986CB,"Kalem, Tükenmez, Kurşun Kalem, Silgi, Kalemtıraş, Fosforlu Kalem"
11,Eğitim ve Kırtasiye,Education & Stationery,#3F51B5,1101,Kırtasiye,Stationery,#5C6BC0,110102,Defter ve Ajanda,Notebooks & Planners,#9FA8DA,"Defter, Ajanda, Not Defteri, Blok Not"
11,Eğitim ve Kırtasiye,Education & Stationery,#3F51B5,1101,Kırtasiye,Stationery,#5C6BC0,110103,Dosyalama,Filing,#C5CAE9,"Klasör, Dosya, Poşet Dosya, Zımba, Delgeç"
11,Eğitim ve Kırtasiye,Education & Stationery,#3F51B5,1102,Okul Malzemeleri,School Supplies,#303F9F,110201,Çanta,Bags,#3949AB,"Okul Çantası, Sırt Çantası, Beslenme Çantası"
11,Eğitim ve Kırtasiye,Education & Stationery,#3F51B5,1102,Okul Malzemeleri,School Supplies,#303F9F,110202,Sanat Malzemeleri,Art Supplies,#3F51B5,"Boya Kalemi, Pastel, Suluboya, Makas, Yapıştırıcı"
11,Eğitim ve Kırtasiye,Education & Stationery,#3F51B5,1103,Eğitim Hizmetleri,Educational Services,#283593,110301,Kurslar,Courses,#303F9F,"Dil Kursu, Dersane, Online Eğitim, Sertifika Programı"
12,Hizmetler,Services,#607D8B,1201,Faturalar,Utilities,#78909C,120101,Elektrik ve Doğalgaz,Electricity & Gas,#90A4AE,"Elektrik Faturası, Doğalgaz Faturası"
12,Hizmetler,Services,#607D8B,1201,Faturalar,Utilities,#78909C,120102,Su,Water,#B0BEC5,Su Faturası
12,Hizmetler,Services,#607D8B,1201,Faturalar,Utilities,#78909C,120103,İletişim,Communication,#CFD8DC,"Telefon Faturası, İnternet Faturası, Mobil Hat"
12,Hizmetler,Services,#607D8B,1202,Profesyonel Hizmetler,Professional Services,#546E7A,120201,Hukuki,Legal,#607D8B,"Avukat, Noter, Danışmanlık"
12,Hizmetler,Services,#607D8B,1202,Profesyonel Hizmetler,Professional Services,#546E7A,120202,Mali,Financial,#78909C,"Muhasebe, Vergi Danışmanlığı"
12,Hizmetler,Services,#607D8B,1203,Ev Hizmetleri,Home Services,#455A64,120301,Tamir ve Tadilat,Repair & Renovation,#546E7A,"Elektrikçi, Tesisatçı, Boyacı, Marangoz"
12,Hizmetler,Services,#607D8B,1203,Ev Hizmetleri,Home Services,#455A64,120302,Temizlik,Cleaning,#607D8B,"Ev Temizliği, Halı Yıkama, Koltuk Yıkama"
12,Hizmetler,Services,#607D8B,1204,Güzellik ve Bakım,Beauty & Care,#37474F,120401,Kuaför,Hairdresser,#455A64,"Kadın Kuaförü, Erkek Berberi, Saç Boyama, Saç Bakımı"
12,Hizmetler,Services,#607D8B,1204,Güzellik ve Bakım,Beauty & Care,#37474F,120402,Estetik,Aesthetics,#546E7A,"Manikür, Pedikür, Kaş Dizaynı, Cilt Bakımı, Masaj"
13,Evcil Hayvanlar,Pets,#8BC34A,1301,Kedi,Cats,#9CCC65,130101,Mama,Food,#AED581,"Kuru Mama, Yaş Mama, Ödül Maması"
13,Evcil Hayvanlar,Pets,#8BC34A,1301,Kedi,Cats,#9CCC65,130102,Kum ve Hijyen,Litter & Hygiene,#C5E1A5,"Kedi Kumu, Kedi Tuvaleti, Koku Giderici"
13,Evcil Hayvanlar,Pets,#8BC34A,1301,Kedi,Cats,#9CCC65,130103,Aksesuarlar,Accessories,#DCEDC8,"Kedi Evi, Tırmalama, Oyuncak, Mama Kabı"
13,Evcil Hayvanlar,Pets,#8BC34A,1302,Köpek,Dogs,#7CB342,130201,Mama,Food,#8BC34A,"Kuru Mama, Yaş Mama, Ödül Maması, Kemik"
13,Evcil Hayvanlar,Pets,#8BC34A,1302,Köpek,Dogs,#7CB342,130202,Aksesuar,Accessories,#9CCC65,"Tasma, Gezdirme Kayışı, Köpek Evi, Oyuncak, Mama Kabı"
13,Evcil Hayvanlar,Pets,#8BC34A,1302,Köpek,Dogs,#7CB342,130203,Hijyen,Hygiene,#AED581,"Şampuan, Tırnak Makası, Tüy Tarağı, Diş Fırçası"
13,Evcil Hayvanlar,Pets,#8BC34A,1303,Kuş ve Diğer,Birds & Others,#689F38,130301,Kuş,Birds,#7CB342,"Kuş Yemi, Kafes, Su Kabı, Tünek"
13,Evcil Hayvanlar,Pets,#8BC34A,1303,Kuş ve Diğer,Birds & Others,#689F38,130302,Akvaryum,Aquarium,#8BC34A,"Balık Yemi, Akvaryum, Filtre, Dekorasyon"
13,Evcil Hayvanlar,Pets,#8BC34A,1304,Veteriner,Veterinary,#558B2F,130401,Sağlık,Health,#689F38,"Aşı, İlaç, Vitamin, Pire Tasması"
14,Diğer,Miscellaneous,#FFC107,1401,Bağış ve Yardım,Donations & Charity,#FFD54F,140101,Bağışlar,Donations,#FFE082,"Hayır Kurumu, Eğitim Bağışı, Sağlık Bağışı"
14,Diğer,Miscellaneous,#FFC107,1402,Hediye,Gifts,#FFB300,140201,Hediye Ürünler,Gift Items,#FFC107,"Hediye Çeki, Hediye Paketi, Çiçek"
14,Diğer,Miscellaneous,#FFC107,1403,Sigara ve Tütün,Tobacco,#FFA000,140301,Sigara,Cigarettes,#FFB300,"Sigara, Çakmak, Puro"
14,Diğer,Miscellaneous,#FFC107,1404,Sınıflandırılamayan,Uncategorized,#FF8F00,140401,Diğer Alışverişler,Other Purchases,#FFA000,Çeşitli
